ROR		parent	child	short_name	canonical_name	Ringgold_id	long_name	URL	ISNI	Wikidata	Grid	?	City	State	Country
			A03162	UFU	Federal University of Uberlandia, Brazil	28119			0000000446476936				grid.411284.a	Federal University of Uberlândia	Uberlândia
			A03163	UFV	Federal University of Vicosa, Brazil	28120			0000000083386359	2228456		Q5814528	grid.12799.34	Universidade Federal de Viçosa	Viçosa
			A03164	UFC	Federal University of Ceara, Brazil	28121			0000000121600329	1549480	132163288	Q2749558	grid.8395.7	Universidade Federal do Ceará	Fortaleza
			A03165	UFPR	Federal University of Parana, Brazil	28122			000000011941472X	1461667	145706000	Q1232831	grid.20736.30	Federal University of Paraná	Curitiba
			A03166	UFRN	Federal University of Rio Grande of the North, Brazil	28123	Universidade Federal do Rio Grande do Norte	Federal University of Rio Grande do Norte	000000009687399X	9383466	153575757	Q3847505	grid.411233.6	Federal University of Rio Grande do Norte	Natal
		A03166	A11722	UFRN Dep Phy	Federal University of Rio Grande of the North, Department of Physics	A1722									
			A03167	UFRGS	Federal University of Rio Grande of the South, Brazil	28124	Universidade Federal do Rio Grande do Sul	Federal University of Rio Grande do Sul	0000000122007498	889448	167942242	Q766447	grid.8532.c	Federal University of Rio Grande do Sul	Porto Alegre
		A03167	A03168	Inst Phy	Federal University of Rio Grande of the South, Institute of Physics	133642									
			A03169	UFRJ	Federal University of Rio de Janeiro, Brazil	28125	Universidade Federal do Rio de Janeiro	Federal University of Rio de Janeiro	000000012294473X	886475	147250268	Q586904	grid.8536.8	Federal University of Rio de Janeiro	Rio de Janeiro
		A03169	A03170	Inst Phy	Federal University of Rio de Janeiro, Institute of Physics	133645									
		A03169	A03171	Valongo Obs	Federal University of Rio de Janeiro, Valongo Observatory	341420									
			A03172	UFES	Federal University of Espirito Santa, Brazil	28126			0000000121674168	36923360		Q10387830	grid.412371.2	Universidade Federal do Espírito Santo	Vitória
			A03173	UnB	University of Brasilia, Brazil	28127			0000000122385157	2377528		Q1330634	grid.7632.0	University of Brasília	Brasília
			A03174	UERJ	Rio de Janeiro State University, Brazil	28130	Universidade do Estado do Rio de Janeiro	Rio de Janeiro State University	0000000446875267						
		A03174	A11721	Inst Phy	Rio de Janeiro State University, Institute of Physics	A1721									
			A03175	UNICAMP	University of Campinas, Brazil	28132	Universidade Estadual de Campinas	State University of Campinas	0000000107232494	514199	129668682	Q2060678	grid.411087.b	State University of Campinas	Campinas
		A03175	A03176	Inst Phy	University of Campinas, Institute of Physics	344101									
		A03175	A11719	Dep Ast	University of Campinas, Department of Astronomy	A1719									
			A03177	USP	University of Sao Paulo, Brazil	28133			0000000419370722				grid.11899.38	University of Sao Paulo	São Paulo
		A03177	A03178	Inst Phy	University of Sao Paulo, Institute of Physics	117186									
		A03177	A03179	Inst Ocgy	University of Sao Paulo, Institute of Oceanography	153990									
		A03177	A03180	IAG	University of Sao Paulo, Institute for Astronomy, Geophysics, and Atmospheric Sciences	54541									
		A03177	A03181	Poly Sch USP	Polytechnic School of University of Sao Paulo	67420									
		A03177	A11718	CRAAM	Center for Radio Astronomy and Astrophysics	A1718									
			A03182	UMSA	Universidad Mayor de San Andres, Bolivia	28147			0000000119557325	23916211		Q3290454	grid.10421.36	Higher University of San Andrés	La Paz
			A03183	ITBA	Instituto Tecnologico de Buenos Aires, Argentina	28169			0000000090137393	3498693		Q3068593	grid.441574.7	Buenos Aires Institute of Technology	Buenos Aires
			A03184	Austral U	Austral University, Argentina	28183	Universidad Austral	Austral University	0000000404897281				grid.412850.a	Austral University	Buenos Aires
			A03185	Pont Cath U Arg	Pontifical Catholic University of Argentina	28186			0000000120973932	6782568		Q973767	grid.412525.5	Pontifical Catholic University of Argentina	Buenos Aires
			A03186	UBA	University of Buenos Aires, Argentina	28196	Universidad de Buenos Aires	UBA	0000000100561981	477714	143622370	Q194223	grid.7345.5	University of Buenos Aires	Buenos Aires
		A03186	A04329	CIMA Arg	Research Center for Atmospheric and Sea Sciences, Argentina	124146									
03rq94151	A03186	A04336	IAFE BA	Institute of Astronomy and Space Physics, Buenos Aires	54485			0000000417942491				grid.482261.b	Institute of Astronomy and Space Physics	Buenos Aires
035a15991	A03186	A04337	Arg IAR	Argentine Institute of Radio Astronomy	54487			0000000091225117				grid.494539.6	Instituto Argentino de Radioastronomía	Buenos Aires
		A03186	A04338	INFIP BA	Institute for Plasma Physics, Buenos Aires	62927									
		A03186	A11706	Dep Geo Sci	University of Buenos Aires, Argentina, Department of Geological Sciences	A1706									
		A03186	A11707	Dep Phy	University of Buenos Aires, Argentina, Department of Physics	A1707									
			A03191	U Mendoza	University of Mendoza, Argentina	28204	Universidad de Mendoza	UM	0000000121630608	10023531	135517279	Q2883574	grid.441701.7	University of Mendoza	Mendoza
			A03192	U San Andres	University of San Andres, Argentina	28207			0000000123252241	24972934		Q5242548	grid.441741.3	University of San Andrés	Buenos Aires
			A03193	UNC Arg	National University of Cordoba, Argentina	28217			0000000101152557	5075911		Q1570489	grid.10692.3c	National University of Córdoba	Córdoba
		A03193	A03195	Fac Math Ast	National University of Cordoba, Faculty of Mathematics and Astronomy	121580									
		A03193	A03196	Fac Chem Sci	National University of Cordoba, Faculty of Chemical Sciences	172351									
		A03193	A03198	Ast Obs	National University of Cordoba, Astronomical Observatory	387837	Observatorio Astronomico de Universidad Nacional de Cordoba	Observatorio Astronomico de Universidad Nacional de Cordoba	0000000446601055						
		A03193	A04327	CASLEO	El Leoncito Astronomical Complex	120752									
		A03193	A04332	IATE Cordoba	Theoretical and Experimental Astronomy Institute, Cordoba	230222									
			A03199	Natl U Cuyo	National University of Cuyo, Argentina	28218	Universidad Nacional de Cuyo	National University of Cuyo	0000000121855065	3288045	151399691	Q1076209	grid.412108.e	National University of Cuyo	Mendoza
00sx0cd23	A03199	A04335	Balseiro Inst	Balseiro Institute, Argentina	42670	Instituto Balseiro		0000000417844699	2596736		Q3151718			
			A03201	UNSAM	National University of San Martin, Argentina	28221			0000000121050048	18036847		Q5733950	grid.108365.9	National University of General San Martín	Buenos Aires
		A03201	A13042	ITeDA	Institute of Detection and Astroparticle Technologies, Argentina	A3042									
			A03202	UNGS	National University of General Sarmiento, Argentina	28222	Universidad Nacional de General Sarmiento	National University of General Sarmiento	0000000123219492	18658108	262717211	Q1812180	grid.441674.4	National University of General Sarmiento	Buenos Aires
			A03203	UNJU	National University of Jujuy, Argentina	28223	Universidad Nacional de Jujuy	National University of Jujuy	000000012111315X	18036985	145550212	Q6317490	grid.412217.3	National University of Jujuy	San Salvador de Jujuy
			A03204	UNLPAM	National University of La Pampa, Argentina	28225	Universidad Nacional de La Pampa	National University of La Pampa	0000000121619433	18037004	133840743	Q6979257	grid.440491.c	National University of La Pampa	Santa Rosa
		A03204	A04334	INCITAP	Astronomical Institute of Earth and Space Sciences, La Pampa	372654									
			A03206	UNPSJB	National University of Patagonia, Argentina	28226	Universidad Nacional de la Patagonia San Juan Bosco	National University of the Patagonia San Juan Bosco	0000000122200490						
			A03207	UNLP	National University of La Plata, Argentina	28228	Universidad Nacional de la Plata	National University of La Plata	0000000120973940				grid.9499.d	National University of La Plata	La Plata
		A03207	A03210	Nat Sci Mus La Plata	Natural Science Museum, La Plata	172471	Universidad Nacional de la Plata Facultad de Ciencias Naturales y Museo	Faculty of Natural Science and Museum	0000000417572697						
		A03207	A03213	Fac Ast Geop Sci	National University of La Plata, Faculty of Astronomical and Geophysical Sciences	243760									
		A03207	A04327	CASLEO	El Leoncito Astronomical Complex	120752									
		A03207	A04330	INIFTA	Instituto de Investigaciones Fisicoquimicas Teoricas y Aplicadas, Argentina	172365									
		A03207	A04331	Inst Phy La Plata	Institute for Physics, La Plata	226544									
		A03207	A04333	Inst Ast La Plata	Institute for Astrophysics, La Plata	243751									
035a15991	A03207	A04337	Arg IAR	Argentine Institute of Radio Astronomy	54487			0000000091225117				grid.494539.6	Instituto Argentino de Radioastronomía	Buenos Aires
			A03215	UNMdP	National University of Mar del Plata, Argentina	28233	Universidad Nacional de Mar del Plata	MDP	0000000099690902	22942781	148053702	Q6979260	grid.412221.6	National University of Mar del Plata	Mar del Plata
009d3ws08	A03215	A13036	IFIMAR	Instituto de Investigaciones Fisicas de Mar del Plata, Argentina	A3036									
			A03216	UNRC	National University of Rio Cuarto, Argentina	28236			0000000080461202	18036994		Q796023	grid.412226.1	National University of Río Cuarto	Córdoba
			A03217	UNR	National University of Rosario, Argentina	28237	Universidad Nacional de Rosario	National University of Rosario	0000000120973211	2764538	123541758	Q5255905	grid.10814.3c	National University of Rosario	Rosario
03cqe8w59	A03217	A04328	IFIR	Institute of Physics, Rosario	121570			0000000403850457	47000191			grid.423606.5	National Scientific and Technical Research Council	Buenos Aires
			A03219	UNSa	National University of Salta, Argentina	28238	Universidad Nacional de Salta	National University of Salta	0000000404909553	18658316		Q6979266	grid.10821.3a	National University of Salta	Salta
			A03220	UNSJ	National University of San Juan, Argentina	28239	Universidad Nacional de San Juan	National University of San Juan	0000000121826512	7710333	149654287	Q934439	grid.412229.e	National University of San Juan	San Juan
		A03220	A04327	CASLEO	El Leoncito Astronomical Complex	120752									
		A03220	A11708	Sthrn Obs	Yale Southern Observatory	A1708									
			A03222	UNSL	National University of San Luis, Argentina	28240	Universidad Nacional de San Luis	National University of San Luis	0000000123091978	7715578	140787698	Q9290218	grid.412115.2	National University of San Luis	San Luis
			A03223	UBTREF	National University of Third of February, Argentina	28242	Universidad Nacional de Tres de Febrero	National University of Third of February	0000000106903540	18036957	135144459	Q6979278	grid.441637.3	National University of Tres de Febrero	Caseros
			A03224	UNT	National University of Tucuman, Argentina	28243			0000000121496664	3944546		Q6979284	grid.108162.c	National University of Tucumán	San Miguel de Tucumán
			A03225	UNCPBA	National University of Central Buenos Aires, Argentina	28245	Universidad Nacional del Centro de la Provincia de Buenos Aires	National University of the Center Buenos Aires	0000000121127113	24630759		Q5576619	grid.10690.3e	National University of Central Buenos Aires	Tandil
			A03226	UNCo	National University of Comahue, Argentina	28246	Universidad Nacional del Comahue	National University of the Comahue	000000012112473X				grid.412234.2	National University of Comahue	Neuquén
			A03227	UNL	National University of the Littoral, Argentina	28247	Universidad Nacional del Litoral	National University of the Littoral	0000000121729456	7447908	142560369	Q265866	grid.10798.37	National University of the Littoral	Santa Fe
			A03228	UNNE	National University of the Northeast, Argentina	28248	Universidad Nacional del Nordeste	National University of the Northeast	0000000121737317	16952847	143074388	Q5261681	grid.412235.3	National University of the Northeast	Corrientes
			A03229	UNS	National University of Southern Argentina, Bahia	28249			0000000121679444	17816068		Q5484518	grid.412236.0	Universidad Nacional del Sur	Bahía Blanca
		A03229	A03230	INMABB	Mathematics Institute of Bahia Blanca	42668	Instituto de Matematica de Bahia Blanca	INMABB	0000000115383591						
			A03231	UTN	National Technical University of Argentina	28250			0000000404911565				grid.440485.9	National Technological University	Buenos Aires
			A03232	Fraunhofer	Fraunhofer Society of Applied Sciences, Germany	28424			0000000092613939				grid.4561.6	Fraunhofer Society	Munich
		A03232	A03233	IAIS	Fraunhofer Institute for Media Communications, Saint Augustin	130425									
02byjcr11	A03232	A03234	ITEM	Fraunhofer Institute for Toxicology and Experimental Medicine, Hannover	14950			0000000091919864				grid.418009.4	Fraunhofer Institute for Toxicology and Experimental Medicine	Hanover
02hm5m482	A03232	A03235	EMFT	Fraunhofer Institute for Modular Solid State Technologies, Munich	201973			0000000404968414				grid.469866.3	Fraunhofer Research Institution for Microsystems and Solid State Technologies	Munich
		A03232	A03236	IFU	Fraunhofer Institute for Atmospheric and Environmental Research	233980									
00trw9c49	A03232	A03237	SCAI	Fraunhofer Institute for Algorithms and Scientific Computing, Saint Augustin	28425			0000000404941561				grid.418688.b	Fraunhofer Institute for Algorithms and Scientific Computing	Sankt Augustin
01ak24c12	A03232	A03238	FIT	Fraunhofer Institute for Applied Information Technology, Saint Augustin	28426			0000000107468552				grid.469870.4	Fraunhofer Institute for Applied Information Technology	Sankt Augustin
02afjh072	A03232	A03239	IOF	Fraunhofer Institute for Applied Optics and Precision Engineering, Jena	28427			0000000088492898	47000854	128720823		grid.418007.a	Fraunhofer Institute for Applied Optics and Precision Engineering	Jena
02yhs7m71	A03232	A03240	IAP	Fraunhofer Institute for Applied Polymer Research, Potsdam	28428			0000000089252562				grid.461615.1	Fraunhofer Institute for Applied Polymer Research	Potsdam
		A03232	A03241	IAF	Fraunhofer Institute for Applied Solid State Physics, Freiburg	28429									
05tpsgh61	A03232	A03242	IBMT	Fraunhofer Institute for Biomedical Engineering, Saint Ingbert	28431			0000000405420741	47000112			grid.452493.d	Fraunhofer Institute for Biomedical Engineering	Sulzbach
04y8p0f91	A03232	A03243	IBP	Fraunhofer Institute for Building Physics, Stuttgart	28432			0000000404942935				grid.469871.5	Fraunhofer Institute for Building Physics	Stuttgart
0448sak71	A03232	A03244	IKTS	Fraunhofer Institute for Ceramic Technologies and Sintered Materials, Dresden	28434			0000000120348950	47000856	152291330		grid.461622.5	Fraunhofer Institute for Ceramic Technologies and Systems	Dresden
03nb1x490	A03232	A03245	ICT	Fraunhofer Institute for Chemical Technology, Berghausen	28435			0000000107283451				grid.461616.2	Fraunhofer Institute for Chemical Technology	Karlsruhe
		A03232	A03246	FEP	Fraunhofer Institute for Electron and Plasma Technology, Dresden	28440									
